investor_id,gap_days,risk_flag
INV002832,129.0,AT_RISK
INV002833,297.0,AT_RISK
INV002834,231.0,AT_RISK
INV002835,233.0,AT_RISK
INV002836,,ACTIVE
INV002837,,ACTIVE
INV002838,116.0,AT_RISK
INV002839,114.0,AT_RISK
INV002840,186.0,AT_RISK
INV002841,102.0,AT_RISK
INV002842,,ACTIVE
INV002843,128.0,AT_RISK
INV002845,,ACTIVE
INV002846,255.0,AT_RISK
INV002847,129.0,AT_RISK
INV002848,,ACTIVE
INV002849,99.0,AT_RISK
INV002850,166.0,AT_RISK
INV002851,280.0,AT_RISK
INV002852,207.0,AT_RISK
INV002853,,ACTIVE
INV002854,273.0,AT_RISK
INV002855,196.0,AT_RISK
INV002856,212.0,AT_RISK
INV002857,,ACTIVE
INV002858,161.0,AT_RISK
INV002859,198.0,AT_RISK
INV002860,280.0,AT_RISK
INV002861,211.0,AT_RISK
INV002862,270.0,AT_RISK
INV002863,199.0,AT_RISK
INV002864,175.0,AT_RISK
INV002865,50.0,AT_RISK
INV002866,148.0,AT_RISK
INV002867,125.0,AT_RISK
INV002868,169.0,AT_RISK
INV002869,169.0,AT_RISK
INV002870,109.0,AT_RISK
INV002871,,ACTIVE
INV002872,199.0,AT_RISK
INV002873,235.0,AT_RISK
INV002874,192.0,AT_RISK
INV002875,98.0,AT_RISK
INV002876,348.0,AT_RISK
INV002877,111.0,AT_RISK
INV002878,,ACTIVE
INV002879,125.0,AT_RISK
INV002881,110.0,AT_RISK
INV002882,191.0,AT_RISK
INV002883,176.0,AT_RISK
INV002884,,ACTIVE
INV002885,,ACTIVE
INV002886,137.0,AT_RISK
INV002888,85.0,AT_RISK
INV002890,230.0,AT_RISK
INV002891,166.0,AT_RISK
INV002892,209.0,AT_RISK
INV002893,148.0,AT_RISK
INV002894,11.0,ACTIVE
INV002895,171.0,AT_RISK
INV002896,110.0,AT_RISK
INV002897,147.0,AT_RISK
INV002898,111.0,AT_RISK
INV002899,269.0,AT_RISK
INV002900,136.0,AT_RISK
INV002901,131.0,AT_RISK
INV002902,35.0,ACTIVE
INV002903,176.0,AT_RISK
INV002904,104.0,AT_RISK
INV002905,221.0,AT_RISK
INV002906,74.0,AT_RISK
INV002907,,ACTIVE
INV002908,139.0,AT_RISK
INV002909,263.0,AT_RISK
INV002910,367.0,AT_RISK
INV002911,218.0,AT_RISK
INV002912,342.0,AT_RISK
INV002913,168.0,AT_RISK
INV002914,4.0,ACTIVE
INV002915,117.0,AT_RISK
INV002917,379.0,AT_RISK
INV002919,,ACTIVE
INV002920,99.0,AT_RISK
INV002921,121.0,AT_RISK
INV002922,,ACTIVE
INV002923,220.0,AT_RISK
INV002924,41.0,AT_RISK
INV002925,226.0,AT_RISK
INV002926,207.0,AT_RISK
INV002927,79.0,AT_RISK
INV002928,7.0,ACTIVE
INV002929,445.0,AT_RISK
INV002930,127.0,AT_RISK
INV002931,157.0,AT_RISK
INV002932,161.0,AT_RISK
INV002933,160.0,AT_RISK
INV002934,170.0,AT_RISK
INV002935,72.0,AT_RISK
INV002936,,ACTIVE
INV002937,184.0,AT_RISK
INV002939,127.0,AT_RISK
INV002940,417.0,AT_RISK
INV002941,154.0,AT_RISK
INV002942,180.0,AT_RISK
INV002943,188.0,AT_RISK
INV002944,181.0,AT_RISK
INV002945,139.0,AT_RISK
INV002946,122.0,AT_RISK
INV002947,152.0,AT_RISK
INV002948,365.0,AT_RISK
INV002949,188.0,AT_RISK
INV002950,119.0,AT_RISK
INV002951,82.0,AT_RISK
INV002952,137.0,AT_RISK
INV002953,106.0,AT_RISK
INV002954,218.0,AT_RISK
INV002955,,ACTIVE
INV002956,255.0,AT_RISK
INV002957,225.0,AT_RISK
INV002958,,ACTIVE
INV002959,104.0,AT_RISK
INV002960,,ACTIVE
INV002961,231.0,AT_RISK
INV002962,,ACTIVE
INV002963,27.0,ACTIVE
INV002964,242.0,AT_RISK
INV002966,210.0,AT_RISK
INV002967,391.0,AT_RISK
INV002968,269.0,AT_RISK
INV002969,35.0,ACTIVE
INV002970,,ACTIVE
INV002971,198.0,AT_RISK
INV002972,,ACTIVE
INV002973,200.0,AT_RISK
INV002974,105.0,AT_RISK
INV002975,85.0,AT_RISK
INV002976,,ACTIVE
INV002977,211.0,AT_RISK
INV002978,317.0,AT_RISK
INV002979,265.0,AT_RISK
INV002980,117.0,AT_RISK
INV002982,203.0,AT_RISK
INV002983,,ACTIVE
INV002984,200.0,AT_RISK
INV002985,91.0,AT_RISK
INV002986,485.0,AT_RISK
INV002988,,ACTIVE
INV002989,182.0,AT_RISK
INV002990,,ACTIVE
INV002991,328.0,AT_RISK
INV002992,93.0,AT_RISK
INV002993,280.0,AT_RISK
INV002994,142.0,AT_RISK
INV002995,,ACTIVE
INV002996,136.0,AT_RISK
INV002997,166.0,AT_RISK
INV002998,6.0,ACTIVE
INV002999,,ACTIVE
INV003000,137.0,AT_RISK
INV003001,,ACTIVE
INV003002,225.0,AT_RISK
INV003003,100.0,AT_RISK
INV003004,209.0,AT_RISK
INV003005,107.0,AT_RISK
INV003006,,ACTIVE
INV003007,162.0,AT_RISK
INV003008,233.0,AT_RISK
INV003009,84.0,AT_RISK
INV003010,303.0,AT_RISK
INV003011,154.0,AT_RISK
INV003012,122.0,AT_RISK
INV003013,,ACTIVE
INV003014,144.0,AT_RISK
INV003015,91.0,AT_RISK
INV003016,73.0,AT_RISK
INV003017,266.0,AT_RISK
INV003018,156.0,AT_RISK
INV003019,,ACTIVE
INV003020,208.0,AT_RISK
INV003021,182.0,AT_RISK
INV003022,123.0,AT_RISK
INV003023,259.0,AT_RISK
INV003024,122.0,AT_RISK
INV003025,65.0,AT_RISK
INV003026,,ACTIVE
INV003027,108.0,AT_RISK
INV003028,183.0,AT_RISK
INV003029,,ACTIVE
INV003031,70.0,AT_RISK
INV003032,260.0,AT_RISK
INV003033,196.0,AT_RISK
INV003034,118.0,AT_RISK
INV003035,,ACTIVE
INV003036,138.0,AT_RISK
INV003037,300.0,AT_RISK
INV003038,83.0,AT_RISK
INV003039,,ACTIVE
INV003040,194.0,AT_RISK
INV003041,327.0,AT_RISK
INV003042,191.0,AT_RISK
INV003043,131.0,AT_RISK
INV003044,237.0,AT_RISK
INV003045,71.0,AT_RISK
INV003046,39.0,AT_RISK
INV003047,215.0,AT_RISK
INV003048,84.0,AT_RISK
INV003049,318.0,AT_RISK
INV003051,76.0,AT_RISK
INV003052,158.0,AT_RISK
INV003053,216.0,AT_RISK
INV003054,209.0,AT_RISK
INV003055,209.0,AT_RISK
INV003057,157.0,AT_RISK
INV003058,130.0,AT_RISK
INV003059,284.0,AT_RISK
INV003060,135.0,AT_RISK
INV003061,201.0,AT_RISK
INV003062,,ACTIVE
INV003063,112.0,AT_RISK
INV003064,134.0,AT_RISK
INV003065,150.0,AT_RISK
INV003066,123.0,AT_RISK
INV003067,149.0,AT_RISK
INV003068,302.0,AT_RISK
INV003069,192.0,AT_RISK
INV003070,132.0,AT_RISK
INV003071,,ACTIVE
INV003072,,ACTIVE
INV003073,140.0,AT_RISK
INV003074,123.0,AT_RISK
INV003075,128.0,AT_RISK
INV003076,,ACTIVE
INV003077,232.0,AT_RISK
INV003078,126.0,AT_RISK
INV003079,191.0,AT_RISK
INV003080,118.0,AT_RISK
INV003081,150.0,AT_RISK
INV003082,142.0,AT_RISK
INV003083,169.0,AT_RISK
INV003084,227.0,AT_RISK
INV003086,224.0,AT_RISK
INV003087,106.0,AT_RISK
INV003088,,ACTIVE
INV003089,107.0,AT_RISK
INV003090,114.0,AT_RISK
INV003091,199.0,AT_RISK
INV003092,187.0,AT_RISK
INV003093,,ACTIVE
INV003094,,ACTIVE
INV003095,175.0,AT_RISK
INV003096,,ACTIVE
INV003097,121.0,AT_RISK
INV003098,253.0,AT_RISK
INV003099,329.0,AT_RISK
INV003100,69.0,AT_RISK
INV003101,215.0,AT_RISK
INV003102,188.0,AT_RISK
INV003103,226.0,AT_RISK
INV003104,,ACTIVE
INV003105,140.0,AT_RISK
INV003107,,ACTIVE
INV003108,371.0,AT_RISK
INV003109,100.0,AT_RISK
INV003110,196.0,AT_RISK
INV003111,191.0,AT_RISK
INV003112,173.0,AT_RISK
INV003113,159.0,AT_RISK
INV003115,125.0,AT_RISK
INV003116,169.0,AT_RISK
INV003117,115.0,AT_RISK
INV003118,,ACTIVE
INV003119,106.0,AT_RISK
INV003120,210.0,AT_RISK
INV003121,87.0,AT_RISK
INV003122,,ACTIVE
INV003123,232.0,AT_RISK
INV003124,112.0,AT_RISK
INV003125,137.0,AT_RISK
INV003127,,ACTIVE
INV003128,59.0,AT_RISK
INV003129,51.0,AT_RISK
INV003130,156.0,AT_RISK
INV003131,,ACTIVE
INV003132,321.0,AT_RISK
INV003133,,ACTIVE
INV003134,172.0,AT_RISK
INV003136,117.0,AT_RISK
INV003137,232.0,AT_RISK
INV003138,,ACTIVE
INV003139,133.0,AT_RISK
INV003140,125.0,AT_RISK
INV003141,225.0,AT_RISK
INV003142,234.0,AT_RISK
INV003143,,ACTIVE
INV003144,243.0,AT_RISK
INV003145,32.0,ACTIVE
INV003146,283.0,AT_RISK
INV003147,304.0,AT_RISK
INV003149,77.0,AT_RISK
INV003150,176.0,AT_RISK
INV003151,146.0,AT_RISK
INV003153,156.0,AT_RISK
INV003154,238.0,AT_RISK
INV003155,,ACTIVE
INV003156,,ACTIVE
INV003157,188.0,AT_RISK
INV003158,138.0,AT_RISK
INV003159,170.0,AT_RISK
INV003160,324.0,AT_RISK
INV003161,118.0,AT_RISK
INV003162,,ACTIVE
INV003163,,ACTIVE
INV003164,255.0,AT_RISK
INV003165,243.0,AT_RISK
INV003166,223.0,AT_RISK
INV003167,160.0,AT_RISK
INV003168,189.0,AT_RISK
INV003169,178.0,AT_RISK
INV003171,86.0,AT_RISK
INV003172,,ACTIVE
INV003173,217.0,AT_RISK
INV003174,21.0,ACTIVE
INV003175,,ACTIVE
INV003176,153.0,AT_RISK
INV003177,,ACTIVE
INV003178,84.0,AT_RISK
INV003179,151.0,AT_RISK
INV003180,,ACTIVE
INV003181,242.0,AT_RISK
INV003182,202.0,AT_RISK
INV003183,132.0,AT_RISK
INV003184,206.0,AT_RISK
INV003185,116.0,AT_RISK
INV003186,,ACTIVE
INV003187,244.0,AT_RISK
INV003188,293.0,AT_RISK
INV003189,198.0,AT_RISK
INV003190,218.0,AT_RISK
INV003191,138.0,AT_RISK
INV003192,145.0,AT_RISK
INV003193,294.0,AT_RISK
INV003194,186.0,AT_RISK
INV003195,68.0,AT_RISK
INV003196,319.0,AT_RISK
INV003197,8.0,ACTIVE
INV003198,287.0,AT_RISK
INV003199,,ACTIVE
INV003200,148.0,AT_RISK
INV003201,200.0,AT_RISK
INV003202,139.0,AT_RISK
INV003203,45.0,AT_RISK
INV003204,55.0,AT_RISK
INV003205,111.0,AT_RISK
INV003206,278.0,AT_RISK
INV003207,113.0,AT_RISK
INV003208,298.0,AT_RISK
INV003209,120.0,AT_RISK
INV003210,112.0,AT_RISK
INV003211,104.0,AT_RISK
INV003212,272.0,AT_RISK
INV003213,335.0,AT_RISK
INV003214,170.0,AT_RISK
INV003215,105.0,AT_RISK
INV003216,352.0,AT_RISK
INV003217,,ACTIVE
INV003218,199.0,AT_RISK
INV003219,86.0,AT_RISK
INV003220,103.0,AT_RISK
INV003221,99.0,AT_RISK
INV003222,190.0,AT_RISK
INV003223,331.0,AT_RISK
INV003224,152.0,AT_RISK
INV003225,199.0,AT_RISK
INV003226,209.0,AT_RISK
INV003227,233.0,AT_RISK
INV003228,256.0,AT_RISK
INV003229,,ACTIVE
INV003230,251.0,AT_RISK
INV003231,253.0,AT_RISK
INV003232,225.0,AT_RISK
INV003233,169.0,AT_RISK
INV003234,188.0,AT_RISK
INV003235,292.0,AT_RISK
INV003236,115.0,AT_RISK
INV003237,195.0,AT_RISK
INV003238,193.0,AT_RISK
INV003239,261.0,AT_RISK
INV003240,258.0,AT_RISK
INV003241,23.0,ACTIVE
INV003242,159.0,AT_RISK
INV003243,141.0,AT_RISK
INV003244,167.0,AT_RISK
INV003245,140.0,AT_RISK
INV003246,205.0,AT_RISK
INV003247,206.0,AT_RISK
INV003248,234.0,AT_RISK
INV003249,286.0,AT_RISK
INV003250,236.0,AT_RISK
INV003251,,ACTIVE
INV003252,192.0,AT_RISK
INV003253,212.0,AT_RISK
INV003254,86.0,AT_RISK
INV003255,,ACTIVE
INV003256,90.0,AT_RISK
INV003257,139.0,AT_RISK
INV003258,130.0,AT_RISK
INV003259,166.0,AT_RISK
INV003260,247.0,AT_RISK
INV003261,271.0,AT_RISK
INV003262,162.0,AT_RISK
INV003263,259.0,AT_RISK
INV003264,182.0,AT_RISK
INV003265,166.0,AT_RISK
INV003267,197.0,AT_RISK
INV003269,116.0,AT_RISK
INV003270,37.0,AT_RISK
INV003271,157.0,AT_RISK
INV003272,188.0,AT_RISK
INV003273,134.0,AT_RISK
INV003274,,ACTIVE
INV003275,429.0,AT_RISK
INV003276,171.0,AT_RISK
INV003277,192.0,AT_RISK
INV003278,,ACTIVE
INV003279,147.0,AT_RISK
INV003280,113.0,AT_RISK
INV003281,,ACTIVE
INV003282,175.0,AT_RISK
INV003283,208.0,AT_RISK
INV003284,,ACTIVE
INV003285,121.0,AT_RISK
INV003286,,ACTIVE
INV003287,154.0,AT_RISK
INV003288,225.0,AT_RISK
INV003289,183.0,AT_RISK
INV003290,,ACTIVE
INV003291,183.0,AT_RISK
INV003292,38.0,AT_RISK
INV003293,,ACTIVE
INV003294,120.0,AT_RISK
INV003295,202.0,AT_RISK
INV003296,152.0,AT_RISK
INV003297,161.0,AT_RISK
INV003298,182.0,AT_RISK
INV003299,,ACTIVE
INV003300,219.0,AT_RISK
INV003301,113.0,AT_RISK
INV003302,144.0,AT_RISK
INV003303,251.0,AT_RISK
INV003304,180.0,AT_RISK
INV003305,112.0,AT_RISK
INV003306,427.0,AT_RISK
INV003307,320.0,AT_RISK
INV003308,141.0,AT_RISK
INV003309,176.0,AT_RISK
INV003310,154.0,AT_RISK
INV003311,149.0,AT_RISK
INV003312,482.0,AT_RISK
INV003313,35.0,ACTIVE
INV003314,210.0,AT_RISK
INV003315,358.0,AT_RISK
INV003316,73.0,AT_RISK
INV003317,71.0,AT_RISK
INV003318,,ACTIVE
INV003319,266.0,AT_RISK
INV003320,192.0,AT_RISK
INV003321,207.0,AT_RISK
INV003322,337.0,AT_RISK
INV003324,469.0,AT_RISK
INV003325,155.0,AT_RISK
INV003326,335.0,AT_RISK
INV003328,241.0,AT_RISK
INV003329,230.0,AT_RISK
INV003330,229.0,AT_RISK
INV003331,310.0,AT_RISK
INV003332,134.0,AT_RISK
INV003333,,ACTIVE
INV003334,26.0,ACTIVE
INV003335,258.0,AT_RISK
INV003336,133.0,AT_RISK
INV003337,117.0,AT_RISK
INV003338,155.0,AT_RISK
INV003339,,ACTIVE
INV003340,295.0,AT_RISK
INV003341,101.0,AT_RISK
INV003342,147.0,AT_RISK
INV003343,189.0,AT_RISK
INV003344,190.0,AT_RISK
INV003345,209.0,AT_RISK
INV003346,125.0,AT_RISK
INV003347,201.0,AT_RISK
INV003348,323.0,AT_RISK
INV003349,286.0,AT_RISK
INV003350,191.0,AT_RISK
INV003351,86.0,AT_RISK
INV003352,279.0,AT_RISK
INV003353,14.0,ACTIVE
INV003354,248.0,AT_RISK
INV003355,319.0,AT_RISK
INV003356,104.0,AT_RISK
INV003357,100.0,AT_RISK
INV003358,,ACTIVE
INV003359,83.0,AT_RISK
INV003360,163.0,AT_RISK
INV003361,345.0,AT_RISK
INV003362,34.0,ACTIVE
INV003363,175.0,AT_RISK
INV003364,,ACTIVE
INV003365,,ACTIVE
INV003366,220.0,AT_RISK
INV003368,,ACTIVE
INV003369,,ACTIVE
INV003370,206.0,AT_RISK
INV003371,,ACTIVE
INV003372,118.0,AT_RISK
INV003373,263.0,AT_RISK
INV003374,128.0,AT_RISK
INV003375,158.0,AT_RISK
INV003376,199.0,AT_RISK
INV003377,203.0,AT_RISK
INV003379,268.0,AT_RISK
INV003380,155.0,AT_RISK
INV003381,243.0,AT_RISK
INV003382,85.0,AT_RISK
INV003383,269.0,AT_RISK
INV003384,,ACTIVE
INV003385,,ACTIVE
INV003386,,ACTIVE
INV003387,131.0,AT_RISK
INV003388,215.0,AT_RISK
INV003389,69.0,AT_RISK
INV003390,382.0,AT_RISK
INV003391,193.0,AT_RISK
INV003392,126.0,AT_RISK
INV003393,178.0,AT_RISK
INV003394,333.0,AT_RISK
INV003395,192.0,AT_RISK
INV003396,270.0,AT_RISK
INV003397,113.0,AT_RISK
INV003398,140.0,AT_RISK
INV003399,261.0,AT_RISK
INV003400,44.0,AT_RISK
INV003401,79.0,AT_RISK
INV003402,39.0,AT_RISK
INV003403,116.0,AT_RISK
INV003404,198.0,AT_RISK
INV003405,186.0,AT_RISK
INV003406,251.0,AT_RISK
INV003407,146.0,AT_RISK
INV003408,113.0,AT_RISK
INV003409,127.0,AT_RISK
INV003410,215.0,AT_RISK
INV003411,213.0,AT_RISK
INV003412,24.0,ACTIVE
INV003413,,ACTIVE
INV003414,405.0,AT_RISK
INV003415,174.0,AT_RISK
INV003416,,ACTIVE
INV003417,35.0,ACTIVE
INV003418,239.0,AT_RISK
INV003419,200.0,AT_RISK
INV003420,339.0,AT_RISK
INV003421,39.0,AT_RISK
INV003422,167.0,AT_RISK
INV003423,303.0,AT_RISK
INV003424,124.0,AT_RISK
INV003425,137.0,AT_RISK
INV003426,105.0,AT_RISK
INV003427,266.0,AT_RISK
INV003428,156.0,AT_RISK
INV003429,194.0,AT_RISK
INV003430,104.0,AT_RISK
INV003431,152.0,AT_RISK
INV003432,97.0,AT_RISK
INV003433,76.0,AT_RISK
INV003434,,ACTIVE
INV003435,140.0,AT_RISK
INV003436,167.0,AT_RISK
INV003437,226.0,AT_RISK
INV003438,226.0,AT_RISK
INV003439,29.0,ACTIVE
INV003440,,ACTIVE
INV003441,133.0,AT_RISK
INV003442,96.0,AT_RISK
INV003443,195.0,AT_RISK
INV003444,355.0,AT_RISK
INV003445,372.0,AT_RISK
INV003446,185.0,AT_RISK
INV003447,,ACTIVE
INV003448,200.0,AT_RISK
INV003449,102.0,AT_RISK
INV003450,158.0,AT_RISK
INV003451,256.0,AT_RISK
INV003452,47.0,AT_RISK
INV003453,310.0,AT_RISK
INV003454,102.0,AT_RISK
INV003455,76.0,AT_RISK
INV003456,184.0,AT_RISK
INV003457,117.0,AT_RISK
INV003458,206.0,AT_RISK
INV003459,113.0,AT_RISK
INV003460,104.0,AT_RISK
INV003461,83.0,AT_RISK
INV003462,134.0,AT_RISK
INV003463,127.0,AT_RISK
INV003464,255.0,AT_RISK
INV003467,220.0,AT_RISK
INV003468,269.0,AT_RISK
INV003469,139.0,AT_RISK
INV003470,175.0,AT_RISK
INV003471,23.0,ACTIVE
INV003472,,ACTIVE
INV003473,213.0,AT_RISK
INV003474,,ACTIVE
INV003475,155.0,AT_RISK
INV003476,,ACTIVE
INV003477,210.0,AT_RISK
INV003478,195.0,AT_RISK
INV003479,164.0,AT_RISK
INV003480,211.0,AT_RISK
INV003481,,ACTIVE
INV003482,,ACTIVE
INV003483,172.0,AT_RISK
INV003484,333.0,AT_RISK
INV003485,248.0,AT_RISK
INV003487,155.0,AT_RISK
INV003488,464.0,AT_RISK
INV003489,,ACTIVE
INV003490,191.0,AT_RISK
INV003491,119.0,AT_RISK
INV003492,162.0,AT_RISK
INV003493,107.0,AT_RISK
INV003494,201.0,AT_RISK
INV003495,121.0,AT_RISK
INV003496,218.0,AT_RISK
INV003498,,ACTIVE
INV003499,286.0,AT_RISK
INV003500,364.0,AT_RISK
INV003501,154.0,AT_RISK
INV003502,,ACTIVE
INV003503,224.0,AT_RISK
INV003504,,ACTIVE
INV003505,99.0,AT_RISK
INV003506,132.0,AT_RISK
INV003507,178.0,AT_RISK
INV003508,,ACTIVE
INV003509,149.0,AT_RISK
INV003510,78.0,AT_RISK
INV003511,183.0,AT_RISK
INV003513,159.0,AT_RISK
INV003514,172.0,AT_RISK
INV003515,44.0,AT_RISK
INV003516,324.0,AT_RISK
INV003517,164.0,AT_RISK
INV003518,157.0,AT_RISK
INV003519,92.0,AT_RISK
INV003520,270.0,AT_RISK
INV003521,183.0,AT_RISK
INV003522,,ACTIVE
INV003523,66.0,AT_RISK
INV003524,203.0,AT_RISK
INV003525,209.0,AT_RISK
INV003526,224.0,AT_RISK
INV003527,245.0,AT_RISK
INV003528,186.0,AT_RISK
INV003529,55.0,AT_RISK
INV003530,101.0,AT_RISK
INV003531,185.0,AT_RISK
INV003532,151.0,AT_RISK
INV003533,211.0,AT_RISK
INV003534,160.0,AT_RISK
INV003535,144.0,AT_RISK
INV003536,153.0,AT_RISK
INV003537,192.0,AT_RISK
INV003538,,ACTIVE
INV003539,167.0,AT_RISK
INV003540,56.0,AT_RISK
INV003541,175.0,AT_RISK
INV003542,,ACTIVE
INV003543,179.0,AT_RISK
INV003544,270.0,AT_RISK
INV003545,210.0,AT_RISK
INV003546,126.0,AT_RISK
INV003547,,ACTIVE
INV003548,41.0,AT_RISK
INV003549,295.0,AT_RISK
INV003550,,ACTIVE
INV003552,207.0,AT_RISK
INV003553,143.0,AT_RISK
INV003554,147.0,AT_RISK
INV003555,46.0,AT_RISK
INV003556,129.0,AT_RISK
INV003557,156.0,AT_RISK
INV003558,66.0,AT_RISK
INV003559,118.0,AT_RISK
INV003560,287.0,AT_RISK
INV003561,209.0,AT_RISK
INV003562,165.0,AT_RISK
INV003563,153.0,AT_RISK
INV003564,292.0,AT_RISK
INV003565,183.0,AT_RISK
INV003566,276.0,AT_RISK
INV003567,187.0,AT_RISK
INV003568,232.0,AT_RISK
INV003569,144.0,AT_RISK
INV003570,364.0,AT_RISK
INV003571,112.0,AT_RISK
INV003572,268.0,AT_RISK
INV003573,53.0,AT_RISK
INV003574,289.0,AT_RISK
INV003575,284.0,AT_RISK
INV003576,70.0,AT_RISK
INV003577,213.0,AT_RISK
INV003578,160.0,AT_RISK
INV003579,69.0,AT_RISK
INV003580,227.0,AT_RISK
INV003581,95.0,AT_RISK
INV003582,167.0,AT_RISK
INV003583,144.0,AT_RISK
INV003584,,ACTIVE
INV003585,,ACTIVE
INV003586,113.0,AT_RISK
INV003587,180.0,AT_RISK
INV003588,29.0,ACTIVE
INV003589,307.0,AT_RISK
INV003590,193.0,AT_RISK
INV003591,,ACTIVE
INV003592,202.0,AT_RISK
INV003593,166.0,AT_RISK
INV003594,217.0,AT_RISK
INV003595,235.0,AT_RISK
INV003597,241.0,AT_RISK
INV003598,114.0,AT_RISK
INV003599,100.0,AT_RISK
INV003600,252.0,AT_RISK
INV003601,118.0,AT_RISK
INV003602,436.0,AT_RISK
INV003603,308.0,AT_RISK
INV003604,188.0,AT_RISK
INV003605,224.0,AT_RISK
INV003607,253.0,AT_RISK
INV003608,197.0,AT_RISK
INV003609,226.0,AT_RISK
INV003610,,ACTIVE
INV003611,228.0,AT_RISK
INV003612,116.0,AT_RISK
INV003613,283.0,AT_RISK
INV003614,167.0,AT_RISK
INV003615,92.0,AT_RISK
INV003616,152.0,AT_RISK
INV003617,68.0,AT_RISK
INV003618,,ACTIVE
INV003619,113.0,AT_RISK
INV003620,261.0,AT_RISK
INV003621,,ACTIVE
INV003622,,ACTIVE
INV003624,152.0,AT_RISK
INV003625,168.0,AT_RISK
INV003626,167.0,AT_RISK
INV003627,152.0,AT_RISK
INV003628,43.0,AT_RISK
INV003629,,ACTIVE
INV003630,96.0,AT_RISK
INV003631,,ACTIVE
INV003632,113.0,AT_RISK
INV003633,119.0,AT_RISK
INV003634,83.0,AT_RISK
INV003635,95.0,AT_RISK
INV003636,262.0,AT_RISK
INV003637,280.0,AT_RISK
INV003638,143.0,AT_RISK
INV003639,232.0,AT_RISK
INV003640,180.0,AT_RISK
INV003641,219.0,AT_RISK
INV003642,217.0,AT_RISK
INV003643,228.0,AT_RISK
INV003644,136.0,AT_RISK
INV003645,257.0,AT_RISK
INV003646,,ACTIVE
INV003647,75.0,AT_RISK
INV003648,279.0,AT_RISK
INV003649,195.0,AT_RISK
INV003650,86.0,AT_RISK
INV003651,81.0,AT_RISK
INV003652,96.0,AT_RISK
INV003653,159.0,AT_RISK
INV003654,124.0,AT_RISK
INV003655,198.0,AT_RISK
INV003656,208.0,AT_RISK
INV003657,,ACTIVE
INV003658,143.0,AT_RISK
INV003659,69.0,AT_RISK
INV003660,164.0,AT_RISK
INV003661,147.0,AT_RISK
INV003662,,ACTIVE
INV003663,69.0,AT_RISK
INV003664,401.0,AT_RISK
INV003665,280.0,AT_RISK
INV003666,117.0,AT_RISK
INV003667,,ACTIVE
INV003668,202.0,AT_RISK
INV003669,98.0,AT_RISK
INV003670,160.0,AT_RISK
INV003671,295.0,AT_RISK
INV003672,180.0,AT_RISK
INV003673,160.0,AT_RISK
INV003674,151.0,AT_RISK
INV003675,150.0,AT_RISK
INV003676,44.0,AT_RISK
INV003677,268.0,AT_RISK
INV003678,45.0,AT_RISK
INV003680,176.0,AT_RISK
INV003681,101.0,AT_RISK
INV003682,87.0,AT_RISK
INV003683,165.0,AT_RISK
INV003684,229.0,AT_RISK
INV003685,132.0,AT_RISK
INV003686,328.0,AT_RISK
INV003687,,ACTIVE
INV003688,,ACTIVE
INV003689,,ACTIVE
INV003690,193.0,AT_RISK
INV003691,307.0,AT_RISK
INV003692,28.0,ACTIVE
INV003693,234.0,AT_RISK
INV003694,187.0,AT_RISK
INV003695,157.0,AT_RISK
INV003696,190.0,AT_RISK
INV003697,163.0,AT_RISK
INV003698,265.0,AT_RISK
INV003699,127.0,AT_RISK
INV003700,191.0,AT_RISK
INV003701,,ACTIVE
INV003702,118.0,AT_RISK
INV003703,135.0,AT_RISK
INV003704,,ACTIVE
INV003705,152.0,AT_RISK
INV003706,,ACTIVE
INV003707,152.0,AT_RISK
INV003708,104.0,AT_RISK
INV003709,181.0,AT_RISK
INV003710,118.0,AT_RISK
INV003711,145.0,AT_RISK
INV003712,163.0,AT_RISK
INV003713,161.0,AT_RISK
INV003714,,ACTIVE
INV003716,225.0,AT_RISK
INV003717,291.0,AT_RISK
INV003718,284.0,AT_RISK
INV003719,108.0,AT_RISK
INV003720,116.0,AT_RISK
INV003721,360.0,AT_RISK
INV003722,135.0,AT_RISK
INV003723,124.0,AT_RISK
INV003724,169.0,AT_RISK
INV003725,339.0,AT_RISK
INV003726,144.0,AT_RISK
INV003727,386.0,AT_RISK
INV003728,4.0,ACTIVE
INV003729,,ACTIVE
INV003730,223.0,AT_RISK
INV003731,268.0,AT_RISK
INV003732,211.0,AT_RISK
INV003733,174.0,AT_RISK
INV003734,290.0,AT_RISK
INV003735,104.0,AT_RISK
INV003736,120.0,AT_RISK
INV003737,249.0,AT_RISK
INV003738,117.0,AT_RISK
INV003739,51.0,AT_RISK
INV003740,172.0,AT_RISK
INV003741,159.0,AT_RISK
INV003742,150.0,AT_RISK
INV003743,121.0,AT_RISK
INV003744,187.0,AT_RISK
INV003745,183.0,AT_RISK
INV003747,189.0,AT_RISK
INV003748,182.0,AT_RISK
INV003749,118.0,AT_RISK
INV003750,370.0,AT_RISK
INV003751,232.0,AT_RISK
INV003752,145.0,AT_RISK
INV003753,134.0,AT_RISK
INV003755,154.0,AT_RISK
INV003756,210.0,AT_RISK
INV003757,156.0,AT_RISK
INV003758,112.0,AT_RISK
INV003759,,ACTIVE
INV003760,200.0,AT_RISK
INV003761,150.0,AT_RISK
INV003762,191.0,AT_RISK
INV003763,168.0,AT_RISK
INV003764,,ACTIVE
INV003765,192.0,AT_RISK
INV003766,192.0,AT_RISK
INV003767,125.0,AT_RISK
INV003768,323.0,AT_RISK
INV003769,17.0,ACTIVE
